"doc_id","AB","TI","DI","LA"
"SÁNCHEZ-MUÑOZ S, 2022, MOLECULES 1","Lignocellulosic biomass (LCB) has remained a latent alternative resource to be the main substitute for oil and its derivatives in a biorefinery concept. However, its complex structure and the underdeveloped technologies for its large-scale processing keep it in a state of constant study trying to establish a consolidated process. In intensive processes, enzymes have been shown to be important molecules for the fractionation and conversion of LCB into biofuels and high-value-added molecules. However, operational challenges must be overcome before enzyme technology can be the main resource for obtaining second-generation sugars. The use of additives is shown to be a suitable strategy to improve the saccharification process. This review describes the mechanisms, roles, and effects of using additives, such as surfactants, biosurfactants, and non-catalytic proteins, separately and integrated into the enzymatic hydrolysis process of lignocellulosic biomass. In doing so, it provides a technical background in which operational biomass processing hurdles such as solids and enzymatic loadings, pretreatment burdens, and the unproductive adsorption phenomenon can be addressed.","Surfactants, Biosurfactants, and Non-Catalytic Proteins as Key Molecules to Enhance Enzymatic Hydrolysis of Lignocellulosic Biomass.","10.3390/MOLECULES27238180","ENG"
"SÁNCHEZ-MUÑOZ S, 2022, MOLECULES 2","Lignocellulosic biomass (LCB) has remained a latent alternative resource to be the main substitute for oil and its derivatives in a biorefinery concept. However, its complex structure and the underdeveloped technologies for its large-scale processing keep it in a state of constant study trying to establish a consolidated process. In intensive processes, enzymes have been shown to be important molecules for the fractionation and conversion of LCB into biofuels and high-value-added molecules. However, operational challenges must be overcome before enzyme technology can be the main resource for obtaining second-generation sugars. The use of additives is shown to be a suitable strategy to improve the saccharification process. This review describes the mechanisms, roles, and effects of using additives, such as surfactants, biosurfactants, and non-catalytic proteins, separately and integrated into the enzymatic hydrolysis process of lignocellulosic biomass. In doing so, it provides a technical background in which operational biomass processing hurdles such as solids and enzymatic loadings, pretreatment burdens, and the unproductive adsorption phenomenon can be addressed. © 2022 by the authors.","Surfactants, Biosurfactants, and Non-Catalytic Proteins as Key Molecules to Enhance Enzymatic Hydrolysis of Lignocellulosic Biomass","10.3390/molecules27238180","ENGLISH"
"TANG R, 2019, APPL MICROBIOL BIOTECHNOL 1","Discovering sugar metabolism genes is of great interest for lignocellulosic biorefinery. Xylose isomerases (XIs) were commonly screened from metagenomes derived from bovine rumen, soil, and other sources. However, so far, XIs and other sugar-utilizing enzymes have not been discovered from fecal metagenomes. In this study, environmental DNA from the fecal samples collected from yellow cattle (Bos taurus) was sequenced and analyzed. In the whole 14.26 Gbp clean data, 92 putative XIs were annotated. After sequence analysis, seven putative XIs were heterologously expressed in Escherichia coli and characterized in vitro. The XIs 58444 and 58960 purified from E. coli exhibited 22% higher enzyme activity when compared with that of the native E. coli XI. The XI 58444, similar to the XI from Lachnospira multipara, exhibited a relatively stable activity profile across different pH conditions. Four XIs were further investigated in budding yeast Saccharomyces cerevisiae after codon optimization. Overexpression of the codon-optimized 58444 enabled S. cerevisiae to utilize 6.4 g/L xylose after 96 h without any other genetic manipulations, which is 56% higher than the control yeast strain overexpressing an optimized XI gene xylA*3 selected by three rounds of mutation. Our results provide evidence that a bovine fecal metagenome is a novel and valuable source of XIs and other industrial enzymes for biotechnology applications.","Identification and characterization of novel xylose isomerases from a Bos taurus fecal metagenome.","10.1007/S00253-019-10161-1","ENG"
"TANG R, 2019, APPL MICROBIOL BIOTECHNOL 2","Discovering sugar metabolism genes is of great interest for lignocellulosic biorefinery. Xylose isomerases (XIs) were commonly screened from metagenomes derived from bovine rumen, soil, and other sources. However, so far, XIs and other sugar-utilizing enzymes have not been discovered from fecal metagenomes. In this study, environmental DNA from the fecal samples collected from yellow cattle (Bos taurus) was sequenced and analyzed. In the whole 14.26 Gbp clean data, 92 putative XIs were annotated. After sequence analysis, seven putative XIs were heterologously expressed in Escherichia coli and characterized in vitro. The XIs 58444 and 58960 purified from E. coli exhibited 22% higher enzyme activity when compared with that of the native E. coli XI. The XI 58444, similar to the XI from Lachnospira multipara, exhibited a relatively stable activity profile across different pH conditions. Four XIs were further investigated in budding yeast Saccharomyces cerevisiae after codon optimization. Overexpression of the codon-optimized 58444 enabled S. cerevisiae to utilize 6.4 g/L xylose after 96 h without any other genetic manipulations, which is 56% higher than the control yeast strain overexpressing an optimized XI gene xylA*3 selected by three rounds of mutation. Our results provide evidence that a bovine fecal metagenome is a novel and valuable source of XIs and other industrial enzymes for biotechnology applications. © 2019, Springer-Verlag GmbH Germany, part of Springer Nature.","Identification and characterization of novel xylose isomerases from a Bos taurus fecal metagenome","10.1007/s00253-019-10161-1","ENGLISH"
"TANG R, 2019, APPL MICROBIOL BIOTECHNOL 3","Discovering sugar metabolism genes is of great interest for lignocellulosic biorefinery. Xylose isomerases (XIs) were commonly screened from metagenomes derived from bovine rumen, soil, and other sources. However, so far, XIs and other sugar-utilizing enzymes have not been discovered from fecal metagenomes. In this study, environmental DNA from the fecal samples collected from yellow cattle (Bos taurus) was sequenced and analyzed. In the whole 14.26 Gbp clean data, 92 putative XIs were annotated. After sequence analysis, seven putative XIs were heterologously expressed in Escherichia coli and characterized in vitro. The XIs 58444 and 58960 purified from E. coli exhibited 22\% higher enzyme activity when compared with that of the native E. coli XI. The XI 58444, similar to the XI from Lachnospira multipara, exhibited a relatively stable activity profile across different pH conditions. Four XIs were further investigated in budding yeast Saccharomyces cerevisiae after codon optimization. Overexpression of the codon-optimized 58444 enabled S. cerevisiae to utilize 6.4 g/L xylose after 96 h without any other genetic manipulations, which is 56\% higher than the control yeast strain overexpressing an optimized XI gene xylA*3 selected by three rounds of mutation. Our results provide evidence that a bovine fecal metagenome is a novel and valuable source of XIs and other industrial enzymes for biotechnology applications.","Identification and characterization of novel xylose isomerases from a Bos taurus fecal metagenome","10.1007/s00253-019-10161-1","ENGLISH"
"TATTA ER, 2022, APPL MICROBIOL BIOTECHNOL 1","Microbial enzymes have an indispensable role in producing foods, pharmaceuticals, and other commercial goods. Many novel enzymes have been reported from all domains of life, such as plants, microbes, and animals. Nonetheless, industrially desirable enzymes of microbial origin are limited. This review article discusses the classifications, applications, sources, and challenges of most demanded industrial enzymes such as pectinases, cellulase, lipase, and protease. In addition, the production of novel enzymes through protein engineering technologies such as directed evolution, rational, and de novo design, for the improvement of existing industrial enzymes is also explored. We have also explored the role of metagenomics, nanotechnology, OMICs, and machine learning approaches in the bioprospecting of novel enzymes. Overall, this review covers the basics of biocatalysts in industrial and healthcare applications and provides an overview of existing microbial enzyme optimization tools. KEY POINTS: • Microbial bioactive molecules are vital for therapeutic and industrial applications. • High-throughput OMIC is the most proficient approach for novel enzyme discovery. • Comprehensive databases and efficient machine learning models are the need of the hour to fast forward de novo enzyme design and discovery.","Bioprospecting of microbial enzymes: current trends in industry and healthcare.","10.1007/S00253-022-11859-5","ENG"
"TATTA ER, 2022, APPL MICROBIOL BIOTECHNOL 2","Abstract: Microbial enzymes have an indispensable role in producing foods, pharmaceuticals, and other commercial goods. Many novel enzymes have been reported from all domains of life, such as plants, microbes, and animals. Nonetheless, industrially desirable enzymes of microbial origin are limited. This review article discusses the classifications, applications, sources, and challenges of most demanded industrial enzymes such as pectinases, cellulase, lipase, and protease. In addition, the production of novel enzymes through protein engineering technologies such as directed evolution, rational, and de novo design, for the improvement of existing industrial enzymes is also explored. We have also explored the role of metagenomics, nanotechnology, OMICs, and machine learning approaches in the bioprospecting of novel enzymes. Overall, this review covers the basics of biocatalysts in industrial and healthcare applications and provides an overview of existing microbial enzyme optimization tools. Key points: • Microbial bioactive molecules are vital for therapeutic and industrial applications. • High-throughput OMIC is the most proficient approach for novel enzyme discovery. • Comprehensive databases and efficient machine learning models are the need of the hour to fast forward de novo enzyme design and discovery. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Bioprospecting of microbial enzymes: current trends in industry and healthcare","10.1007/s00253-022-11859-5","ENGLISH"
"TATTA ER, 2022, APPL MICROBIOL BIOTECHNOL 3","Microbial enzymes have an indispensable role in producing foods, pharmaceuticals, and other commercial goods. Many novel enzymes have been reported from all domains of life, such as plants, microbes, and animals. Nonetheless, industrially desirable enzymes of microbial origin are limited. This review article discusses the classifications, applications, sources, and challenges of most demanded industrial enzymes such as pectinases, cellulase, lipase, and protease. In addition, the production of novel enzymes through protein engineering technologies such as directed evolution, rational, and de novo design, for the improvement of existing industrial enzymes is also explored. We have also explored the role of metagenomics, nanotechnology, OMICs, and machine learning approaches in the bioprospecting of novel enzymes. Overall, this review covers the basics of biocatalysts in industrial and healthcare applications and provides an overview of existing microbial enzyme optimization tools.","Bioprospecting of microbial enzymes: current trends in industry and healthcare","10.1007/s00253-022-11859-5","ENGLISH"
"THIRSK C, 2004, CHEM IND (LONDON)","[No abstract available]","Cleaner, greener catalysts",NA,"ENGLISH"
"TIWARI K, 2022, J APPL BIOL BIOTECHNOL","Advancement in the field of biotechnology has opened a vast global market. The Indian biotechnology arena is promising for advance and pioneering growth with its immense growth potential which could play a significant role toward India’s contribution to global industrial biotechnology. Today, India is one of the fastest-growing trillion-dollar economies in the world and the fifth largest overall, with a GDP (gross domestic product) of $2.94 trillion. Biotechnology (BT) and information technology (IT) are the key drivers contributing to this growth which constitutes approximately 5% of the country’s total annual GDP. Indian biotechnology growth is fueled by bio-pharmaceutical, bio-industrial, bio-services, bio-agricultural, and bioinformatics, and among them, the bio-industrial area is one of the most promising and advanced. New approaches which Indian industrial biotechnology is exploring, include harnessing microorganisms for the production of value-added bioactive ingredients such as industrial enzymes, organic acids, bulk chemicals, and single-cell proteins, which have played a predominant role in the overall development of biotechnology after bio-pharmaceuticals. The above factors made India one of the world’s top 12 destinations for biotechnology. In this article, we review the status of the biotechnological industry and its future perspective in context to the Indian market and its role in global economy. © 2022 Tiwari, et al.","Industrial biotechnology: An Indian perspective","10.7324/JABB.2022.100503","ENGLISH"
"TRINCONE A, 2017, MAR DRUGS","In previous review articles the attention of the biocatalytically oriented scientific community towards the marine environment as a source of biocatalysts focused on the habitat-related properties of marine enzymes. Updates have already appeared in the literature, including marine examples of oxidoreductases, hydrolases, transferases, isomerases, ligases, and lyases ready for food and pharmaceutical applications. Here a new approach for searching the literature and presenting a more refined analysis is adopted with respect to previous surveys, centering the attention on the enzymatic process rather than on a single novel activity. Fields of applications are easily individuated: (i) the biorefinery value-chain, where the provision of biomass is one of the most important aspects, with aquaculture as the prominent sector; (ii) the food industry, where the interest in the marine domain is similarly developed to deal with the enzymatic procedures adopted in food manipulation; (iii) the selective and easy extraction/modification of structurally complex marine molecules, where enzymatic treatments are a recognized tool to improve efficiency and selectivity; and (iv) marine biomarkers and derived applications (bioremediation) in pollution monitoring are also included in that these studies could be of high significance for the appreciation of marine bioprocesses. © 2017 by the authors.","Enzymatic processes in marine biotechnology","10.3390/md15040093","ENGLISH"
"TRULEA A, 2016, AGROLIFE SCI J","Production of bioenergy from lignocellulosic biomass has gained more and more interest over the past years. Due to its high content in carbohydrates, Sorghum bicolor is one of the best suited candidate for bioenergy production. However, the lignocellulosic nature of the sorghum biomass raises difficulties to the access of the microbial enzymes to cellulose and hemicellulose and inhibits processes such as hydrolysis, fermentation and anaerobic digestion of biomass to produce biofuels. In this study, the effects of thermo - chemical pretreatment (mild alkaline pretreatment), applied to improve biodegradability of three different hybrids of sorghum biomass were investigated. Alkaline pretreatment have positive effects on the production of lignocellulosic ethanol, increasing both cellulose and hemicellulose content while breaking the lignocellulosic bonds and reducing lignin content. The achieved methane yields ranged from 320 to 345 l(n) CH4/kg VS for the pretreated biomass, approximately 22\% higher than the yields obtained from the untreated biomass. Important increase of methane production has been noticed as well in the case of anaerobic digestion of spent bagasse resulted after ethanol fermentation. Mild alkaline pretreatment is a suitable pretreatment method for conversion of sorghum biomass to ethanol and biogas.","MILD ALKALINE PRETREATMENT APPLIED IN THE BIOREFINERY OF SORGHUM BIOMASS FOR ETHANOL AND BIOGAS PRODUCTION",NA,"ENGLISH"
"ULLAH I, 2022, MALAYS J MICROBIOL","Aims: Thermophilic proteases are important industrial enzymes because they can be used at high temperatures in various bioprocessing schemes. The bacterial population of the Cholistan desert was explored for thermophilic proteases and their industrial applications. Methodology and results: Three bacterial isolates K1, K5 and K7 were found promising protease producers. These isolates were preliminary identified as Bacillus based on morphological characteristics and biochemical tests (positive for catalase, oxidase and citrate tests, and negative for indole and urease tests). The isolates K1, K5 and K7 were further identified as Priestia endophytica, Lysinibacillus cresolivorans and Bacillus subtilis, respectively by phylogenetic analysis. The isolates grew best at 50 degrees C and P. endophytica (K1), L. cresolivorans (K5) and B. subtilis (K7) produced larger zones of hydrolysis at 37 degrees C, 45 degrees C and 50 degrees C at pH 7, respectively. The optimum temperature where protease activity was maximum was 65 degrees C for P. endophytica and L. cresolivorans and 55 degrees C for B. subtilis, and the optimum pH was 9. Conclusion, significance and impact of study: The proteases produced by these isolates were found active at high temperatures (45 degrees C to 85 degrees C) and high pH (9-12), which make them industrially important thermoalkaliphilic proteases. These proteases successfully de-haired cow's skin and de-stained blood from cotton cloth pieces, which are rarely tested applications of these proteases.","Partial purification, characterization and application of thermoalkaliphilic proteases from Priestia endophytica, Lysinibacillus cresolivorans and Bacillus subtilis isolated from desert soil","10.21161/mjm.211323","ENGLISH"
"ULLAH I, 2022, MALAYSIA J MICROBIOL","Aims: Thermophilic proteases are important industrial enzymes because they can be used at high temperatures in various bioprocessing schemes. The bacterial population of the Cholistan desert was explored for thermophilic proteases and their industrial applications. Methodology and results: Three bacterial isolates K1, K5 and K7 were found promising protease producers. These isolates were preliminary identified as Bacillus based on morphological characteristics and biochemical tests (positive for catalase, oxidase and citrate tests, and negative for indole and urease tests). The isolates K1, K5 and K7 were further identified as Priestia endophytica, Lysinibacillus cresolivorans and Bacillus subtilis, respectively by phylogenetic analysis. The isolates grew best at 50 °C and P. endophytica (K1), L. cresolivorans (K5) and B. subtilis (K7) produced larger zones of hydrolysis at 37 °C, 45 °C and 50 °C at pH 7, respectively. The optimum temperature where protease activity was maximum was 65 °C for P. endophytica and L. cresolivorans and 55 °C for B. subtilis, and the optimum pH was 9. Conclusion, significance and impact of study: The proteases produced by these isolates were found active at high temperatures (45 °C to 85 °C) and high pH (9-12), which make them industrially important thermoalkaliphilic proteases. These proteases successfully de-haired cow’s skin and de-stained blood from cotton cloth pieces, which are rarely tested applications of these proteases. © 2022. Malaysian Journal of Microbiology.All Rights Reserved","Partial purification, characterization and application of thermoalkaliphilic proteases from Priestia endophytica, Lysinibacillus cresolivorans and Bacillus subtilis isolated from desert soil","10.21161/mjm.211323","ENGLISH"
"UM B-H, 2010, APPL BIOCHEM BIOTECHNOL","One near-term option to developing a forest product biorefinery is to derive pre-pulping extract from incoming wood chips before the main pulping step. The release of monomer sugars from a xylan-rich extract, creating a fermentable substrate is a prerequisite for utilization of pre-pulping extract for production of ethanol or other value-added products. This study examined the individual and mixture efficiencies of two hemicellulolytic microbial enzymes and two xylanase preparations in catalyzing degradation of green liquor (GL) and hot water (HW) pre-pulping extracts. The effects of four commercial enzyme preparations were determined by assessing yields of xylose + galactose + mannose (xmg) obtained under different reaction conditions. Of the individual enzyme preparations tested, a sample NS 50012 was superior to the other enzyme preparations in releasing xmg under conditions optimized for separate hydrolysis and fermentation and for simultaneous saccharification and fermentation. In comparison to pre-pulping extracts treated with HW, extract treated with GL was found to inhibit the action of all tested enzymes. This inhibition may be related to higher salt and lignin phenol in the GL extract. On both types of extracts, the mixture constituted by NS 50012 and NS 50030 provided the highest yield of hemicellulose conversion at 55 °C and pH 5.5. The generated digestibility thus signified that the synergistic effectiveness in xylan + galactan + mannan (XMG) hydrolysis between NS 50012 (from Aspergillus aculeatus) and NS 50030 (from Aspergillus oryzae) is the result of an interaction mechanism involving different XMG-degrading enzyme activities in the two enzyme preparations. © 2010 Springer Science+Business Media, LLC.","Evaluation of enzyme mixtures in releasing fermentable sugars from pre-pulping extracts of mixed northeast hardwoods","10.1007/s12010-009-8887-2","ENGLISH"
"UM BH, 2010, APPL BIOCHEM BIOTECHNOL 1","One near-term option to developing a forest product biorefinery is to derive pre-pulping extract from incoming wood chips before the main pulping step. The release of monomer sugars from a xylan-rich extract, creating a fermentable substrate is a prerequisite for utilization of pre-pulping extract for production of ethanol or other value-added products. This study examined the individual and mixture efficiencies of two hemicellulolytic microbial enzymes and two xylanase preparations in catalyzing degradation of green liquor (GL) and hot water (HW) pre-pulping extracts. The effects of four commercial enzyme preparations were determined by assessing yields of xylose + galactose + mannose (xmg) obtained under different reaction conditions. Of the individual enzyme preparations tested, a sample NS 50012 was superior to the other enzyme preparations in releasing xmg under conditions optimized for separate hydrolysis and fermentation and for simultaneous saccharification and fermentation. In comparison to pre-pulping extracts treated with HW, extract treated with GL was found to inhibit the action of all tested enzymes. This inhibition may be related to higher salt and lignin phenol in the GL extract. On both types of extracts, the mixture constituted by NS 50012 and NS 50030 provided the highest yield of hemicellulose conversion at 55 degrees C and pH 5.5. The generated digestibility thus signified that the synergistic effectiveness in xylan + galactan + mannan (XMG) hydrolysis between NS 50012 (from Aspergillus aculeatus) and NS 50030 (from Aspergillus oryzae) is the result of an interaction mechanism involving different XMG-degrading enzyme activities in the two enzyme preparations.","Evaluation of enzyme mixtures in releasing fermentable sugars from pre-pulping extracts of mixed northeast hardwoods.","10.1007/S12010-009-8887-2","ENG"
"UM BH, 2010, APPL BIOCHEM BIOTECHNOL 2","One near-term option to developing a forest product biorefinery is to derive pre-pulping extract from incoming wood chips before the main pulping step. The release of monomer sugars from a xylan-rich extract, creating a fermentable substrate is a prerequisite for utilization of pre-pulping extract for production of ethanol or other value-added products. This study examined the individual and mixture efficiencies of two hemicellulolytic microbial enzymes and two xylanase preparations in catalyzing degradation of green liquor (GL) and hot water (HW) pre-pulping extracts. The effects of four commercial enzyme preparations were determined by assessing yields of xylose + galactose + mannose (xmg) obtained under different reaction conditions. Of the individual enzyme preparations tested, a sample NS 50012 was superior to the other enzyme preparations in releasing xmg under conditions optimized for separate hydrolysis and fermentation and for simultaneous saccharification and fermentation. In comparison to pre-pulping extracts treated with HW, extract treated with GL was found to inhibit the action of all tested enzymes. This inhibition may be related to higher salt and lignin phenol in the GL extract. On both types of extracts, the mixture constituted by NS 50012 and NS 50030 provided the highest yield of hemicellulose conversion at 55 A degrees C and pH 5.5. The generated digestibility thus signified that the synergistic effectiveness in xylan + galactan + mannan (XMG) hydrolysis between NS 50012 (from Aspergillus aculeatus) and NS 50030 (from Aspergillus oryzae) is the result of an interaction mechanism involving different XMG-degrading enzyme activities in the two enzyme preparations.","Evaluation of Enzyme Mixtures in Releasing Fermentable Sugars from Pre-pulping Extracts of Mixed Northeast Hardwoods","10.1007/s12010-009-8887-2","ENGLISH"
"VIGNESWARAN C, 2011, TEXT APPAREL TECHNOL MANAGE","Environmental consciousness is one of the major concerns for textile wet processing industry as the industry contributes much to industrial pollution problems facing the country. Such pollutants as such as lime, sodium sulfide, salt, solvents, synthetic pigments come mainly from desizing, scouring, bleaching and dyeing processes in textile wet processing. In order to overcome the hazards caused by the chemical effluents, use of enzymes as a viable alternative has been resorted to in preparatory dyeing operations such as desizing, scouring, and bleaching treatments. This review focuses on the use of microbial enzymes as an alternate technology to the conventional methods, and highlights the importance of these enzymes in minimizing the pollution load. Environmental pollution has been a major irritant to industrial development. Also in this paper we have discussed the advantages and limitations of bioprocessing techniques in the various textile wet processing such as desizing, scouring, bleaching, biopolishing, bio-singeing and bio-decoloration in the dyeing effluents for cellulosic and non-cellulosic materials.","Biovision in textile wet processing industry- technological challenges",NA,"ENGLISH"
"VIJAYARAGHAVAN P, 2016, WASTE MANAGE","The production of carboxymethyl cellulase (CMCase) by Bacillus halodurans IND18 under solid substrate fermentation (SSF) using cow dung was optimized through two level full factorial design and second order response surface methodology (RSM). The central composite design (CCD) was employed to optimize the vital fermentation parameters, such as pH of the substrate, concentration of nitrogen source (peptone) and ion (sodium dihydrogen phosphate) sources in medium for achieving higher enzyme production. The optimum medium composition was found to be 1.46\% (w/w) peptone, 0.095\% (w/w) sodium dihydrogen phosphate and pH 8.0. The model prediction of 4210 IU/g enzyme activity at optimum conditions was verified experimentally as 4140 IU/g. The enzyme was active over a broad temperature range (40-60 +/- 1 degrees C) and pH (7.0-9.0) with maximal activity at 60 +/- 1 degrees C and pH 8.0. This study demonstrated the potential of cow dung as novel substrate for CMCase production. (C) 2015 Elsevier Ltd. All rights reserved.","Solid-substrate bioprocessing of cow dung for the production of carboxymethyl cellulase by Bacillus halodurans IND18","10.1016/j.wasman.2015.10.004","ENGLISH"
"VODOVNIK M, 2020, ACTA AGRIC SLOVENICA","Global energy demands and global warming represent key challenges of the future of human society. Continous renewable energy supply is key for sustainable economy development. Waste plant biomass represent abundant source of renewable energy that can be transformed to biofuels and other value-added products, which is currently limited due to the lack of cost-effective biocatalysts. The bottleneck of this process is the degradation of structural polysaccharides of plant cell walls to soluble compounds that can be fermented to solvents or transformed to biogas via methanogenesis and can be used as biofuels or chemical raw materials. In order to replace traditional physical and chemical methods of lignocellulose pretreatment with more environmentally friendly biological approaches, native microbial enzyme systems are increasingly being explored as potential biocatalysts that could be used in these processes. Microbial enzymes are useful either as catalysts in the enzymatic hydrolysis of lignocelluloses or as components incorporated in engineered microbes for consolidated bioprocessing of lignocelluloses. The unprecedented development of tools for genetic and metabolic engineering for a wide range of microorganisms enabled significant progress in the development of microbial cell factories optimized for the producton of biofuels. One of the most promising strategies aimed towards this goal, i.e. systematic design and heterologous expression of »designer cellulosomes« in industrial solventogenic strains is adressed in detail. © 2020 University of Ljubljana. All rights reserved.","From plant biomass to biofuels and bio-based chemicals with microbial cell factories","10.3390/JMMP4040098","ENGLISH"
"WANG H, 2024, BIOMACROMOLECULES 1","Enzymes are crucial for various technological applications, but their inherent instability and short lifespan pose challenges. This study presents facile immobilized enzyme technology with the development of thermoresponsive enzyme-polymer conjugates (EPCs), using glucose oxidase (GOx) as a model enzyme, to address these limitations. By conjugating heteropolymers to the glycan moieties of GOx through a precise in situ polymerization process, we could modulate the lower critical solution temperature of the EPCs, enhancing enzyme performance without compromising its active site. The EPCs demonstrate a switchable behavior that facilitates efficient homogeneous catalysis and easy heterogeneous separation, reducing costs and environmental impact in industrial applications. Our strategy presents a versatile platform for creating efficient biocatalysts with tunable properties, marking a step forward in sustainable and cost-effective bioprocessing.","Engineering Thermoresponsive Enzyme-Polymer Conjugates via Glycan-Selective In Situ Polymerization for Recyclable Homogeneous Biocatalysis.","10.1021/ACS.BIOMAC.4C01220","ENG"
"WANG H, 2024, BIOMACROMOLECULES 2","Enzymes are crucial for various technological applications, but their inherent instability and short lifespan pose challenges. This study presents facile immobilized enzyme technology with the development of thermoresponsive enzyme-polymer conjugates (EPCs), using glucose oxidase (GOx) as a model enzyme, to address these limitations. By conjugating heteropolymers to the glycan moieties of GOx through a precise in situ polymerization process, we could modulate the lower critical solution temperature of the EPCs, enhancing enzyme performance without compromising its active site. The EPCs demonstrate a switchable behavior that facilitates efficient homogeneous catalysis and easy heterogeneous separation, reducing costs and environmental impact in industrial applications. Our strategy presents a versatile platform for creating efficient biocatalysts with tunable properties, marking a step forward in sustainable and cost-effective bioprocessing. © 2024 American Chemical Society.","Engineering Thermoresponsive Enzyme-Polymer Conjugates via Glycan-Selective In Situ Polymerization for Recyclable Homogeneous Biocatalysis","10.1021/acs.biomac.4c01220","ENGLISH"
"WANG H, 2024, BIOMACROMOLECULES 3","Enzymes are crucial for various technological applications, but their inherent instability and short lifespan pose challenges. This study presents facile immobilized enzyme technology with the development of thermoresponsive enzyme-polymer conjugates (EPCs), using glucose oxidase (GOx) as a model enzyme, to address these limitations. By conjugating heteropolymers to the glycan moieties of GOx through a precise in situ polymerization process, we could modulate the lower critical solution temperature of the EPCs, enhancing enzyme performance without compromising its active site. The EPCs demonstrate a switchable behavior that facilitates efficient homogeneous catalysis and easy heterogeneous separation, reducing costs and environmental impact in industrial applications. Our strategy presents a versatile platform for creating efficient biocatalysts with tunable properties, marking a step forward in sustainable and cost-effective bioprocessing.","Engineering Thermoresponsive Enzyme-Polymer Conjugates via Glycan-Selective In Situ Polymerization for Recyclable Homogeneous Biocatalysis","10.1021/acs.biomac.4c01220","ENGLISH"
"WENG C, 2021, BIOTECHNOL BIOFUELS 1","Lignin, the most abundant renewable aromatic compound in nature, is an excellent feedstock for value-added bioproducts manufacturing; while the intrinsic heterogeneity and recalcitrance of which hindered the efficient lignin biorefinery and utilization. Compared with chemical processing, bioprocessing with microbial and enzymatic catalysis is a clean and efficient method for lignin depolymerization and conversion. Generally, lignin bioprocessing involves lignin decomposition to lignin-based aromatics via extracellular microbial enzymes and further converted to value-added bioproducts through microbial metabolism. In the review, the most recent advances in degradation and conversion of lignin to value-added bioproducts catalyzed by microbes and enzymes were summarized. The lignin-degrading microorganisms of white-rot fungi, brown-rot fungi, soft-rot fungi, and bacteria under aerobic and anaerobic conditions were comparatively analyzed. The catalytic metabolism of the microbial lignin-degrading enzymes of laccase, lignin peroxidase, manganese peroxidase, biphenyl bond cleavage enzyme, versatile peroxidase, and β-etherize was discussed. The microbial metabolic process of H-lignin, G-lignin, S-lignin based derivatives, protocatechuic acid, and catechol was reviewed. Lignin was depolymerized to lignin-derived aromatic compounds by the secreted enzymes of fungi and bacteria, and the aromatics were converted to value-added compounds through microbial catalysis and metabolic engineering. The review also proposes new insights for future work to overcome the recalcitrance of lignin and convert it to value-added bioproducts by microbial and enzymatic catalysis.","Depolymerization and conversion of lignin to value-added bioproducts by microbial and enzymatic catalysis.","10.1186/S13068-021-01934-W","ENG"
"WENG C, 2021, BIOTECHNOL BIOFUELS 2","Lignin, the most abundant renewable aromatic compound in nature, is an excellent feedstock for value-added bioproducts manufacturing; while the intrinsic heterogeneity and recalcitrance of which hindered the efficient lignin biorefinery and utilization. Compared with chemical processing, bioprocessing with microbial and enzymatic catalysis is a clean and efficient method for lignin depolymerization and conversion. Generally, lignin bioprocessing involves lignin decomposition to lignin-based aromatics via extracellular microbial enzymes and further converted to value-added bioproducts through microbial metabolism. In the review, the most recent advances in degradation and conversion of lignin to value-added bioproducts catalyzed by microbes and enzymes were summarized. The lignin-degrading microorganisms of white-rot fungi, brown-rot fungi, soft-rot fungi, and bacteria under aerobic and anaerobic conditions were comparatively analyzed. The catalytic metabolism of the microbial lignin-degrading enzymes of laccase, lignin peroxidase, manganese peroxidase, biphenyl bond cleavage enzyme, versatile peroxidase, and β-etherize was discussed. The microbial metabolic process of H-lignin, G-lignin, S-lignin based derivatives, protocatechuic acid, and catechol was reviewed. Lignin was depolymerized to lignin-derived aromatic compounds by the secreted enzymes of fungi and bacteria, and the aromatics were converted to value-added compounds through microbial catalysis and metabolic engineering. The review also proposes new insights for future work to overcome the recalcitrance of lignin and convert it to value-added bioproducts by microbial and enzymatic catalysis. © 2021, The Author(s).","Depolymerization and conversion of lignin to value-added bioproducts by microbial and enzymatic catalysis","10.1186/s13068-021-01934-w","ENGLISH"
